582	325
425	406
211	509
223	125
390	102
297	404
244	122
309	349
305	234
294	388
354	424
158	143
326	299
269	594
146	154
319	207
574	316
289	548
416	129
189	333
465	105
299	116
278	492
225	70
263	231
317	209
328	264
301	223
543	357
295	351
152	217
480	450
186	554
421	396
160	299
293	18
221	404
408	260
280	393
348	476
335	130
348	79
293	297
84	374
223	447
395	150
314	555
234	298
314	170
472	413
264	302
331	265
299	473
427	131
414	296
414	298
408	397
186	179
461	320
195	63
352	267
300	300
212	200
295	287
297	284
380	310
339	167
295	36
317	417
281	21
407	430
270	445
443	351
301	61
516	450
255	51
473	215
255	46
242	284
326	513
257	230
246	534
302	427
321	562
482	218
269	583
320	554
352	439
256	79
372	515
380	180
291	565
282	399
219	376
168	423
287	196
492	285
229	472
446	347
144	345
217	226
125	232
154	410
395	184
295	401
270	228
304	259
356	498
187	278
186	293
124	531
105	415
290	60
156	331
298	164
367	345
162	159
378	305
340	252
247	455
169	217
438	389
332	369
319	516
79	184
300	477
504	273
266	336
329	543
316	148
471	337
523	241
72	310
233	414
270	460
515	209
350	44
263	182
257	462
306	153
456	109
203	265
306	296
318	36
395	177
122	144
244	317
254	156
399	98
412	98
285	211
150	155
362	200
392	272
485	353
306	17
287	318
396	111
262	554
312	456
336	352
313	201
418	242
297	345
371	424
199	417
292	151
277	420
300	510
268	435
254	303
298	359
482	508
338	338
304	19
331	273
300	253
308	345
283	370
291	82
454	265
192	303
303	193
353	148
162	327
168	381
318	185
377	358
230	111
234	551
242	237
445	252
291	46
176	232
295	142
322	269
302	508
346	66
410	480
330	323
305	297
309	468
269	219
303	240
63	309
149	232
406	502
154	179
298	412
248	126
428	264
376	202
268	170
361	448
340	211
244	121
277	536
151	405
301	563
227	309
414	471
161	420
165	55
303	54
290	345
355	178
251	123
301	81
300	356
395	289
298	462
282	475
414	162
385	190
356	134
348	249
188	226
171	440
276	289
353	303
237	81
382	175
141	77
242	105
309	311
137	188
284	332
366	367
291	369
280	310
540	367
152	325
328	412
230	303
487	156
354	482
268	173
272	419
164	292
318	314
372	419
322	402
102	359
583	321
248	318
311	364
291	416
196	346
290	323
229	436
366	236
322	353
145	217
344	193
239	78
418	119
197	292
339	395
275	277
137	258
283	103
324	565
303	379
225	191
362	97
279	193
542	426
299	539
374	148
171	445
201	260
336	339
535	341
341	431
156	283
245	167
117	231
533	303
397	513
167	307
229	419
295	123
191	290
272	296
296	81
298	188
177	404
307	344
239	327
360	356
122	376
55	402
305	71
343	183
341	453
176	453
327	547
240	296
147	445
296	443
115	227
255	188
372	294
182	230
251	238
308	128
143	302
429	95
269	522
323	225
279	165
163	123
303	203
318	356
132	535
115	95
280	270
365	58
311	311
300	174
333	141
304	184
277	526
398	321
467	400
279	180
413	327
403	382
428	481
345	347
266	229
201	280
430	174
275	553
415	186
139	204
407	369
315	40
290	101
371	349
348	100
302	183
353	198
114	215
318	204
475	279
258	438
300	508
312	92
374	180
191	185
259	41
317	433
199	244
413	315
193	506
143	377
362	283
374	69
276	489
445	357
397	133
259	385
213	161
302	465
237	324
463	357
240	420
144	358
295	282
290	186
309	355
289	288
268	58
350	403
352	93
208	336
310	242
201	423
361	293
262	514
243	198
244	295
305	493
283	39
233	348
430	423
306	168
314	285
505	422
300	487
199	458
296	97
262	126
332	113
349	532
316	155
288	516
467	396
365	518
341	159
304	348
189	402
265	537
329	547
284	580
258	325
255	116
110	245
358	404
300	273
178	260
252	455
242	34
252	360
192	286
547	185
491	380
188	318
302	406
288	49
402	287
29	267
168	129
296	227
275	173
456	205
291	315
346	317
261	6
118	370
277	363
182	329
268	352
440	293
298	90
346	271
244	127
253	216
101	173
448	231
277	17
245	261
413	167
516	325
321	506
445	193
451	95
277	207
527	386
260	482
513	245
456	372
351	308
442	262
281	535
278	364
525	235
251	110
246	80
305	533
418	393
328	363
300	386
344	419
387	123
304	436
287	327
467	81
466	301
309	409
261	133
50	244
291	518
350	393
370	94
435	380
420	153
210	257
247	329
30	283
261	348
301	422
246	469
291	134
288	133
308	548
452	291
215	306
235	501
110	92
360	56
349	348
131	256
191	357
295	49
372	255
450	457
296	93
387	302
311	412
324	280
288	449
290	440
356	154
119	427
307	595
333	62
410	495
379	380
584	295
375	230
475	410
396	343
264	38
521	290
68	199
183	456
497	325
559	318
258	573
197	377
342	578
267	106
213	90
420	270
402	232
449	305
118	329
215	196
308	466
212	238
322	448
133	229
298	391
115	165
207	408
285	24
302	540
345	201
368	393
552	346
350	153
251	568
290	529
272	303
439	379
337	390
222	542
239	154
255	301
276	245
287	535
313	92
370	29
290	534
323	495
276	358
60	356
186	443
374	495
203	354
571	187
293	213
252	369
405	257
263	202
297	470
428	262
339	185
322	355
290	407
293	68
304	244
126	228
197	126
186	482
494	283
173	427
308	89
270	341
279	534
321	443
362	392
67	328
289	210
484	453
154	450
114	392
210	205
359	33
361	99
129	258
364	138
217	459
289	368
234	200
254	472
281	40
385	247
340	177
335	101
297	20
508	130
317	31
221	479
99	364
395	301
331	331
242	253
348	350
383	286
129	460
258	96
252	504
215	128
216	74
154	207
299	339
458	284
369	299
300	62
313	34
424	338
187	295
326	214
155	482
148	276
302	194
416	199
318	374
318	103
387	550
337	285
452	479
499	217
155	250
357	424
300	483
321	354
292	59
303	243
422	195
79	446
410	347
219	178
303	281
549	263
377	300
281	544
326	104
356	555
238	515
155	277
300	270
121	240
208	484
340	35
256	228
281	400
187	366
346	364
50	162
303	87
344	291
455	375
426	210
362	331
330	230
241	77
275	298
375	447
304	178
96	346
165	63
351	221
323	180
389	282
406	168
359	548
297	453
272	396
313	554
340	512
259	409
325	523
406	186
318	388
54	199
169	335
321	114
339	582
420	418
257	469
248	101
365	155
343	216
442	79
345	418
271	369
400	164
286	234
272	246
319	518
179	84
276	150
346	523
222	220
429	255
300	315
201	218
326	190
131	187
300	95
246	394
384	189
238	372
514	297
274	456
264	475
294	529
303	420
352	568
299	496
437	328
334	59
228	345
417	556
200	242
238	212
267	401
372	565
400	502
299	9
414	435
391	190
494	370
254	187
420	267
328	272
351	29
456	281
300	105
104	300
288	264
305	461
298	498
379	236
324	579
272	190
331	390
289	460
237	260
109	297
369	197
270	138
197	479
407	96
363	141
253	84
285	6
437	456
218	152
108	230
286	273
447	330
46	298
119	284
357	24
315	387
87	319
298	161
342	334
90	335
414	486
298	133
285	576
318	352
379	227
334	46
274	343
154	281
254	467
554	296
298	579
350	189
309	324
250	274
136	104
307	128
299	346
289	105
270	374
116	392
298	399
45	322
277	565
247	534
332	423
321	355
300	483
303	276
375	142
192	360
400	346
438	502
195	284
306	18
210	173
300	196
300	552
318	221
261	170
304	411
300	258
339	286
305	230
284	496
424	305
402	465
325	148
317	286
394	345
215	124
307	344
294	546
269	200
277	403
260	284
148	122
191	155
217	417
252	402
263	547
217	496
243	296
466	193
360	372
190	412
349	331
283	467
319	122
335	270
241	39
455	159
278	447
405	285
286	368
304	370
284	447
495	212
318	114
413	445
311	182
127	329
284	415
115	449
311	54
190	87
111	247
465	146
241	355
372	496
241	512
118	384
366	130
159	297
436	424
309	362
311	595
332	239
307	567
267	564
316	432
296	104
312	357
263	327
305	426
321	121
206	405
283	26
289	501
300	537
390	380
300	74
38	300
444	297
90	314
298	504
139	401
299	365
100	394
311	433
267	360
278	105
539	416
351	31
346	348
367	300
78	267
308	24
527	193
357	356
224	183
244	499
170	431
192	162
307	158
342	540
289	244
221	365
236	313
186	528
440	492
182	272
330	188
322	181
298	360
140	239
222	378
252	300
283	314
352	570
231	359
283	373
355	503
340	131
332	51
343	318
177	342
297	365
324	220
318	540
368	85
240	235
243	393
215	345
205	210
178	167
197	240
374	572
287	110
371	230
280	251
291	278
289	183
277	48
301	89
229	396
298	214
226	216
179	186
306	592
312	337
301	577
297	123
460	380
308	297
164	508
369	475
300	479
222	146
352	273
134	178
236	375
318	574
437	394
71	324
347	536
325	468
319	222
265	378
322	342
302	458
200	466
281	475
272	163
444	388
403	437
319	162
