293	415
306	344
393	394
64	588
22	169
98	513
219	419
185	286
199	16
82	455
212	569
80	406
253	466
534	453
132	572
277	2
460	24
214	404
80	102
445	138
551	331
435	43
493	193
598	440
463	320
183	5
490	546
79	102
96	460
39	62
536	153
219	155
505	193
162	110
443	150
12	582
138	551
432	468
431	533
9	521
589	419
221	523
133	178
146	142
487	74
213	400
557	565
344	461
477	198
247	97
388	527
544	84
73	16
405	575
397	171
350	148
589	75
391	260
153	349
572	83
525	495
333	597
121	502
194	580
158	307
428	201
104	533
269	584
203	562
549	248
227	406
578	463
516	23
291	397
178	463
65	119
70	536
43	540
118	78
532	180
264	61
155	491
283	340
423	117
185	49
157	76
485	348
263	261
165	544
19	337
572	564
77	167
471	479
146	583
377	10
370	257
310	87
153	43
81	79
434	489
578	498
392	551
95	135
19	250
541	116
59	445
411	359
29	472
267	194
559	178
223	389
48	319
220	510
505	84
109	547
467	367
207	472
211	372
388	324
529	331
575	46
449	293
195	597
195	252
439	300
277	418
506	85
579	74
183	140
32	395
485	132
180	379
174	256
562	280
522	7
525	234
159	378
46	332
271	458
581	465
494	354
425	163
183	396
397	230
546	231
274	179
140	598
155	297
314	276
9	590
571	547
51	100
194	389
121	198
213	193
317	89
5	375
111	536
506	167
564	495
585	235
522	33
45	52
131	253
16	178
43	307
132	6
439	5
339	233
484	232
583	72
41	10
271	511
555	421
366	81
299	353
289	90
541	88
213	524
120	355
147	389
125	59
154	482
158	585
279	117
564	270
218	393
389	502
344	382
184	119
105	400
486	369
414	378
255	453
377	320
566	135
272	490
194	480
583	20
242	44
241	234
413	371
595	289
243	3
277	161
195	98
462	366
433	289
178	326
379	84
283	477
537	533
42	75
240	289
336	168
529	227
293	454
194	100
412	204
224	172
529	379
335	313
456	536
241	510
556	594
182	536
400	318
326	234
325	63
8	456
529	329
174	568
176	420
520	156
514	157
593	4
345	144
561	65
300	402
480	588
109	419
332	269
124	545
216	328
438	303
185	105
494	220
189	96
269	528
210	200
225	386
49	193
48	452
341	181
343	448
36	432
547	524
56	368
83	416
202	372
0	576
173	585
594	125
42	391
449	142
13	83
173	373
283	302
194	76
7	234
99	349
440	380
289	353
383	565
305	48
2	82
472	359
177	140
83	152
250	266
367	35
373	418
417	195
342	126
12	355
498	379
453	302
239	301
68	510
205	287
1	421
259	327
553	103
200	421
308	41
559	115
395	98
134	304
539	175
123	575
81	389
290	341
9	47
496	392
103	368
157	498
521	306
210	133
247	301
135	392
352	59
487	496
58	392
131	106
14	391
47	228
454	103
29	99
507	236
228	495
431	594
92	323
500	181
193	425
463	508
122	378
597	427
493	211
504	319
561	59
549	181
471	377
326	412
597	290
287	65
112	112
135	392
206	462
493	488
38	8
228	248
404	351
29	5
109	482
407	477
11	208
374	118
197	34
573	112
39	358
561	417
457	133
227	263
206	126
513	576
244	220
555	293
194	562
405	317
163	223
117	438
286	309
59	590
351	123
128	399
550	306
356	193
122	220
8	218
337	584
29	408
118	106
519	295
440	224
457	542
195	160
430	404
278	109
217	128
144	104
490	382
399	266
150	501
495	407
553	477
155	175
571	590
571	151
172	27
58	412
69	286
74	239
189	501
302	548
284	594
156	301
24	536
54	3
65	425
196	588
27	516
439	112
384	12
380	125
183	444
555	491
549	223
154	338
254	540
451	39
408	582
408	390
221	65
582	1
475	96
109	438
545	140
274	78
488	71
582	146
11	23
23	0
589	470
241	164
558	461
201	66
537	465
438	383
421	286
372	271
270	576
510	424
495	272
15	454
511	339
510	208
53	231
180	208
113	430
234	464
200	405
187	504
459	558
140	108
13	258
364	393
223	11
372	384
354	100
4	171
184	436
102	469
376	535
412	495
540	317
489	412
521	567
438	125
394	331
588	505
32	281
9	52
66	381
593	153
389	45
594	82
497	181
436	356
320	238
283	479
172	485
451	243
267	167
70	415
137	378
436	66
99	455
584	324
371	244
83	167
173	150
64	527
517	299
115	432
442	13
303	543
283	275
306	409
197	218
455	311
246	248
495	267
545	89
597	20
198	146
109	493
141	467
288	317
575	18
575	487
274	146
569	289
159	539
420	81
345	354
20	435
243	233
34	272
542	322
427	441
535	396
91	209
242	592
303	536
565	558
405	124
578	416
464	553
226	520
267	409
363	45
161	575
502	145
415	525
511	422
15	278
10	62
178	398
342	74
225	341
145	466
583	482
160	420
558	500
273	351
221	564
159	591
259	550
49	283
100	495
176	313
405	376
346	52
348	336
128	228
313	40
480	196
83	351
584	408
64	558
576	421
21	278
250	138
350	157
57	68
339	424
259	336
152	546
141	394
303	115
49	538
587	308
558	78
380	70
149	242
458	114
299	523
55	139
120	580
542	128
546	168
290	381
222	166
413	241
533	499
350	587
71	393
493	37
463	588
246	531
451	437
231	221
422	232
528	471
451	288
342	266
328	555
148	211
549	424
487	113
296	60
549	4
214	124
65	89
367	460
29	594
71	558
84	586
29	39
474	414
98	507
51	7
159	232
77	92
555	464
492	317
168	489
216	538
545	367
340	497
330	184
581	71
308	304
341	61
411	243
523	348
190	152
369	460
91	509
2	389
564	516
590	425
562	245
91	321
468	438
321	299
228	262
26	173
110	447
197	316
510	425
310	565
29	107
51	52
320	548
381	59
349	287
401	426
466	494
458	293
212	430
37	475
113	288
153	178
114	71
345	256
105	245
383	533
259	272
206	20
41	42
316	16
489	118
474	563
556	366
234	354
268	314
12	380
228	154
469	345
204	445
44	240
447	370
394	160
34	483
510	8
404	122
170	138
453	156
165	546
516	482
590	332
216	262
17	115
51	162
578	62
238	4
547	30
333	509
563	346
465	305
430	299
211	18
387	579
276	133
318	32
422	198
425	143
261	542
241	188
520	554
108	549
223	128
530	438
24	307
359	592
593	109
171	18
132	404
563	537
434	557
216	355
509	149
409	176
167	519
40	593
416	135
527	427
208	309
589	477
274	318
344	340
528	76
520	56
49	581
526	167
100	513
248	31
543	468
354	81
464	372
554	505
416	429
495	250
399	472
279	214
128	306
564	27
482	520
58	169
431	297
56	296
461	412
457	127
334	367
134	207
199	393
562	230
90	584
553	95
375	92
413	534
582	21
582	257
418	271
189	203
418	275
574	458
545	570
480	32
424	114
483	510
85	123
196	12
147	531
415	238
213	557
426	217
40	289
298	459
476	485
373	383
510	256
315	544
77	431
545	493
479	97
123	411
488	133
294	320
447	515
143	219
596	376
275	226
497	99
188	443
325	532
373	347
47	189
163	141
93	152
335	387
24	87
228	512
35	403
458	566
33	44
452	234
113	144
364	541
495	39
313	142
368	426
466	27
97	27
202	151
468	352
328	117
264	514
273	74
387	474
108	17
15	162
74	440
415	337
520	15
493	88
403	473
161	114
119	75
599	249
340	321
174	67
597	504
17	4
366	406
243	204
145	141
476	385
349	471
474	319
309	444
350	396
104	14
93	513
217	341
391	58
509	263
591	70
589	231
511	337
167	198
160	471
253	287
339	508
58	372
111	543
380	463
359	173
355	99
271	249
260	112
507	153
162	445
292	188
306	351
88	263
433	280
61	247
252	547
346	328
300	500
289	188
508	300
5	384
128	546
172	64
228	318
417	115
214	270
433	401
417	539
199	528
550	374
542	422
49	420
355	97
150	225
317	562
327	161
482	329
451	393
47	249
84	475
467	428
148	208
441	465
141	256
432	569
212	414
224	234
353	439
195	27
278	521
502	238
593	255
251	587
40	210
300	265
328	500
262	175
570	78
416	441
379	370
318	62
406	66
558	366
120	7
486	281
127	582
448	187
384	325
100	147
412	275
264	227
518	429
134	434
251	396
306	140
591	372
327	491
456	272
229	143
305	1
329	369
309	406
576	469
166	204
329	557
57	286
383	435
344	345
255	519
452	350
460	54
212	362
285	283
94	323
400	575
217	176
341	469
77	483
482	8
112	235
454	453
149	129
179	21
483	92
509	307
423	56
418	588
567	466
237	492
453	470
259	92
68	97
337	217
185	3
104	377
265	460
135	503
363	215
147	526
82	395
116	185
370	86
591	201
372	341
284	8
263	575
371	298
77	599
336	27
199	280
408	315
342	163
119	446
63	99
536	9
2	474
352	335
168	228
55	361
382	201
388	371
162	329
107	403
65	567
102	397
90	384
350	506
387	317
108	32
182	323
432	426
167	564
173	351
285	567
559	200
42	226
2	11
113	71
96	405
563	549
310	124
414	101
557	147
91	445
584	302
442	450
